state,city_slug,address_slug,locator_url,http_status,final_url,bytes,sha256,hydration_object_count,entity_ids,yext_c_openDate_raw,yext_c_openDate,yext_c_openDate_path,yext_c_openDate_source,yext_c_openDate_all,yext_c_openDate_candidate_count,yext_c_approvalDate_raw,yext_c_approvalDate,yext_c_approvalDate_path,yext_c_approvalDate_source,yext_c_approvalDate_all,yext_c_approvalDate_candidate_count,parse_status,error,retrieved_at_utc
FL,daytona-beach,1445-s-nova-rd,https://locations.7brew.com/fl/daytona-beach/1445-s-nova-rd,200,https://locations.7brew.com/fl/daytona-beach/1445-s-nova-rd,128919,8e0fce514819e4537e3ab13edf1a088900f70a20dcd0402bedfaf4332485f235,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:51:55.537275+00:00
FL,deland,2597-s-woodland-blvd,https://locations.7brew.com/fl/deland/2597-s-woodland-blvd,200,https://locations.7brew.com/fl/deland/2597-s-woodland-blvd,121477,8d3f2dbb6ec8d52c7ade7e5d1d3bf4db3ee58b7c0b61e2c1cb66eb6b74e2250d,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:51:56.695517+00:00
FL,fernandina-beach,1940-s.-14th-st,https://locations.7brew.com/fl/fernandina-beach/1940-s.-14th-st,200,https://locations.7brew.com/fl/fernandina-beach/1940-s.-14th-st,496195,25276f512bd2d69e1ea2a47895ed9ec2576cf2afe6b5db63132e304c221825a4,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:51:57.472869+00:00
FL,fort-pierce,5422-okeechobee-rd,https://locations.7brew.com/fl/fort-pierce/5422-okeechobee-rd,200,https://locations.7brew.com/fl/fort-pierce/5422-okeechobee-rd,537664,d1366fb0f88eaada9ff56bee477fe5a18eab57686fddca01e022e6ed88675085,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:51:58.304066+00:00
FL,fort-walton-beach,44-eglin-parkway-ne,https://locations.7brew.com/fl/fort-walton-beach/44-eglin-parkway-ne,200,https://locations.7brew.com/fl/fort-walton-beach/44-eglin-parkway-ne,504979,188421444fef6becd79f839fce88cc7c20f456a6f928297fd6c50428d3e5c816,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:51:59.035448+00:00
FL,jacksonville,3264-gerona-dr-e,https://locations.7brew.com/fl/jacksonville/3264-gerona-dr-e,200,https://locations.7brew.com/fl/jacksonville/3264-gerona-dr-e,515895,13fc6c194ac2bf75fbf1b26fc40f958b48806059d5dd1f6d2ac87821fdf108a6,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:01.541579+00:00
FL,jacksonville,7788-normandy-blvd,https://locations.7brew.com/fl/jacksonville/7788-normandy-blvd,200,https://locations.7brew.com/fl/jacksonville/7788-normandy-blvd,546153,ace6c140077e40ab72a619997cfac17e2d5bce566b73d83f599eb7211c6d4422,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:03.471043+00:00
FL,leesburg,800-n-14th-street,https://locations.7brew.com/fl/leesburg/800-n-14th-street,200,https://locations.7brew.com/fl/leesburg/800-n-14th-street,532457,500e142c0276dc6249433684e89d2ea02008d13397dbb8be5f737a70e7b2987f,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:06.790721+00:00
FL,melbourne,1165-palm-bay-road-northeast,https://locations.7brew.com/fl/melbourne/1165-palm-bay-road-northeast,200,https://locations.7brew.com/fl/melbourne/1165-palm-bay-road-northeast,501877,9c730ff3b2011602c3ba6cc9dac8c5c20d50331adb243897444a6554612df07b,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:09.488948+00:00
FL,melbourne,1809-south-harbor-city-boulevard,https://locations.7brew.com/fl/melbourne/1809-south-harbor-city-boulevard,200,https://locations.7brew.com/fl/melbourne/1809-south-harbor-city-boulevard,588451,6957cd645b76caebaf74f4ff87960f17b5761b29b7b0e0db84f5c8962547a4d9,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:10.389769+00:00
FL,melbourne,6325-north-wickham-road,https://locations.7brew.com/fl/melbourne/6325-north-wickham-road,200,https://locations.7brew.com/fl/melbourne/6325-north-wickham-road,594801,278aedac9f68d7ba28c303f4925959d5d338ab025b0e0f294109bf6cf3e3d3a5,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:11.258779+00:00
FL,niceville,1162-john-sims-pkwy,https://locations.7brew.com/fl/niceville/1162-john-sims-pkwy,200,https://locations.7brew.com/fl/niceville/1162-john-sims-pkwy,571671,05f51a5be32df158911f51431e8aa93e8d9e2016bafaa96cddf6b9d59a312cbf,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:15.056085+00:00
FL,palm-bay,111-valor-dr-se,https://locations.7brew.com/fl/palm-bay/111-valor-dr-se,200,https://locations.7brew.com/fl/palm-bay/111-valor-dr-se,513163,2a77c862bb7109c360291fbfd38ef34094fdc51d708c1ea9718ff0d73c86c626,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:18.706166+00:00
FL,palm-bay,198-palm-bay-rd-ne,https://locations.7brew.com/fl/palm-bay/198-palm-bay-rd-ne,200,https://locations.7brew.com/fl/palm-bay/198-palm-bay-rd-ne,574357,c823396bad9781c4c8d8009eb52d556b1fe0aa7966fa6231264c62a1f73c83c6,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:19.643788+00:00
FL,pensacola,5305-n-davis,https://locations.7brew.com/fl/pensacola/5305-n-davis,200,https://locations.7brew.com/fl/pensacola/5305-n-davis,491695,37e4609385dfc4e24b7a3aab719a83e7009e2ca8aae452d9201fc493d653bce2,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:22.478780+00:00
FL,rockledge,5450-murrell-rd,https://locations.7brew.com/fl/rockledge/5450-murrell-rd,200,https://locations.7brew.com/fl/rockledge/5450-murrell-rd,626066,016b8eab597a65b41948301e6deb3f9095ed4b89359ffe7afcf380ad231db2da,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:25.309683+00:00
FL,tallahassee,2901-n-monroe,https://locations.7brew.com/fl/tallahassee/2901-n-monroe,200,https://locations.7brew.com/fl/tallahassee/2901-n-monroe,538860,091af299c7deca719a2eb741a7ccc1a98a9e4840d271b7897b484bcb83e23fb4,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:27.060298+00:00
FL,tallahassee,3804-n-monroe-st,https://locations.7brew.com/fl/tallahassee/3804-n-monroe-st,200,https://locations.7brew.com/fl/tallahassee/3804-n-monroe-st,606168,9ef2cdb3adf9a310884b221c7fdda62f8d2102e7df7ec27afc8ced8838ed6b3f,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:28.034299+00:00
FL,west-palm-beach,2019-okeechobee-blvd,https://locations.7brew.com/fl/west-palm-beach/2019-okeechobee-blvd,200,https://locations.7brew.com/fl/west-palm-beach/2019-okeechobee-blvd,546481,7f803b721e8c37b8bd5e1847ba3fe412e464aa21145c59a21fc91b9d546c2b11,1,,,,,,,0,,,,,,0,FIELD_NOT_FOUND,,2026-07-12T22:52:29.762422+00:00
